time_of_day,location_type,incidents,streetlights,police_patrol,crowd_level,distance_from_home,risk_level
night,rural,8,no,high,low,3.94,High
afternoon,urban,4,no,medium,low,3.85,High
morning,rural,3,no,low,medium,4.88,Medium
morning,urban,3,yes,low,high,1.55,Low
evening,urban,5,yes,high,high,2.6,Low
evening,rural,9,yes,low,medium,2.25,High
morning,rural,0,yes,low,low,3.11,Medium
night,isolated,5,yes,high,low,3.02,High
night,rural,9,yes,medium,medium,4.63,High
evening,rural,0,yes,medium,high,1.08,Low
night,rural,10,no,medium,medium,0.55,High
night,isolated,10,no,high,medium,4.12,High
morning,isolated,0,yes,medium,high,3.75,Low
morning,rural,6,no,medium,high,2.58,Medium
evening,urban,9,yes,low,low,4.4,High
afternoon,isolated,0,no,high,low,0.6,Low
evening,isolated,7,no,low,high,4.66,High
evening,rural,8,yes,low,low,0.71,Medium
afternoon,rural,3,no,low,high,4.51,Medium
morning,rural,6,yes,medium,medium,2.89,Medium
evening,urban,4,no,medium,high,1.73,Medium
evening,isolated,5,no,medium,medium,2.36,Medium
morning,urban,1,yes,medium,low,2.04,Low
afternoon,urban,3,yes,low,low,1.64,Low
night,rural,10,no,medium,low,4.41,High
evening,urban,9,yes,low,low,2.2,High
afternoon,isolated,5,no,medium,low,1.08,Medium
night,urban,0,yes,high,high,2.84,Low
afternoon,rural,3,yes,high,low,1.45,Low
morning,isolated,7,yes,high,high,2.61,Low
afternoon,urban,4,no,low,high,1.13,Medium
night,rural,3,yes,medium,high,2.15,Medium
afternoon,isolated,3,yes,low,high,4.59,Low
afternoon,rural,9,no,medium,medium,4.32,High
night,urban,4,no,high,medium,3.67,High
night,rural,0,yes,high,high,0.27,Low
night,isolated,10,yes,low,medium,2.44,High
morning,rural,7,yes,high,low,4.25,Medium
afternoon,isolated,6,yes,medium,medium,0.48,Low
evening,rural,4,yes,low,low,2.25,Medium
afternoon,urban,4,no,low,low,4.9,High
morning,urban,4,yes,high,medium,0.69,Low
evening,isolated,9,no,high,medium,3.65,High
night,isolated,5,no,medium,low,1.53,High
morning,urban,1,no,low,medium,1.75,Medium
evening,rural,6,yes,medium,medium,3.4,Medium
morning,rural,10,yes,high,high,1.79,Low
evening,urban,10,no,medium,medium,3.13,High
afternoon,urban,10,yes,high,high,4.92,Medium
evening,rural,0,yes,high,low,1.46,Low
night,isolated,9,yes,low,medium,2.63,High
afternoon,urban,5,no,high,low,3.42,Medium
night,urban,10,no,low,high,4.61,High
evening,urban,10,no,medium,medium,4.76,High
afternoon,urban,9,yes,high,medium,3.19,Medium
afternoon,urban,0,yes,low,low,1.31,Low
evening,rural,1,no,low,medium,0.23,Medium
evening,urban,4,yes,high,low,0.21,Low
evening,isolated,10,yes,low,low,2.9,High
evening,isolated,2,no,high,high,2.75,Low
evening,isolated,0,yes,high,low,4.45,Medium
morning,rural,0,no,high,medium,2.25,Low
night,urban,6,no,medium,medium,3.3,High
afternoon,rural,2,yes,low,low,2.63,Medium
evening,urban,4,yes,medium,low,2.29,Medium
morning,urban,1,no,medium,medium,0.61,Low
morning,isolated,1,yes,low,high,3.89,Low
morning,rural,4,yes,low,low,1.96,Medium
evening,isolated,6,no,medium,low,2.98,High
afternoon,urban,7,no,medium,low,2.33,High
afternoon,urban,8,yes,low,medium,4.0,Medium
evening,rural,8,yes,medium,high,1.11,Low
morning,isolated,9,no,high,low,1.71,Medium
night,isolated,1,yes,low,high,1.04,Medium
afternoon,isolated,0,no,medium,low,1.17,Medium
evening,urban,9,no,medium,medium,1.31,High
morning,rural,0,yes,high,high,4.04,Low
evening,isolated,6,yes,high,low,4.8,Medium
afternoon,isolated,0,yes,low,medium,4.51,Medium
morning,urban,8,yes,high,medium,3.42,Medium
evening,isolated,3,no,low,low,1.19,Medium
afternoon,isolated,2,no,high,low,1.32,Low
evening,isolated,6,no,high,low,4.46,High
night,rural,7,yes,low,low,0.49,High
evening,isolated,6,yes,high,medium,2.33,Medium
afternoon,rural,1,yes,medium,high,4.02,Low
evening,isolated,4,yes,high,high,0.66,Low
afternoon,urban,7,no,medium,high,2.17,Medium
morning,isolated,2,yes,high,low,1.22,Low
morning,urban,2,yes,high,high,2.95,Low
evening,isolated,7,no,low,high,1.31,Medium
morning,urban,10,no,medium,high,1.25,Medium
morning,isolated,9,yes,low,low,3.1,High
evening,isolated,6,no,low,high,4.97,High
night,isolated,4,no,high,low,4.58,High
evening,isolated,3,no,medium,low,1.13,Medium
evening,isolated,7,no,high,high,4.56,Medium
evening,isolated,9,no,high,medium,3.18,High
afternoon,isolated,3,yes,high,high,2.1,Low
afternoon,isolated,3,yes,medium,high,1.74,Low
night,urban,9,yes,medium,high,1.79,Medium
evening,urban,1,yes,high,high,3.8,Low
evening,urban,1,no,low,low,2.08,High
evening,rural,0,yes,high,low,0.63,Low
afternoon,rural,0,no,medium,low,3.43,Medium
evening,isolated,7,no,low,low,0.76,High
evening,urban,1,no,high,low,0.64,Medium
afternoon,urban,6,yes,medium,medium,1.52,Low
morning,urban,7,yes,medium,medium,2.06,Medium
afternoon,rural,6,yes,low,high,1.42,Low
afternoon,urban,6,yes,high,low,1.06,Low
night,isolated,0,no,medium,medium,1.48,Medium
morning,urban,0,no,medium,high,2.27,Low
morning,rural,1,yes,medium,high,3.33,Low
afternoon,urban,8,no,medium,medium,0.68,Medium
night,isolated,8,yes,low,medium,2.55,High
evening,rural,1,yes,high,medium,4.23,Low
evening,isolated,7,no,medium,medium,3.11,High
morning,isolated,0,no,low,low,1.06,Medium
evening,rural,2,no,high,medium,2.93,Medium
night,urban,6,no,high,high,3.6,High
afternoon,rural,1,yes,high,low,1.12,Low
morning,isolated,1,no,low,medium,0.46,Medium
morning,urban,4,yes,medium,high,2.77,Low
afternoon,rural,6,yes,high,low,4.35,Medium
evening,isolated,0,yes,high,high,1.44,Low
evening,urban,0,yes,medium,medium,4.42,Medium
morning,isolated,9,no,high,high,4.36,Medium
afternoon,urban,9,yes,high,low,0.72,Medium
night,rural,2,yes,high,high,1.43,Low
night,rural,4,yes,medium,high,1.67,Medium
afternoon,rural,8,no,low,high,2.48,Medium
morning,isolated,3,no,medium,low,4.55,Medium
night,urban,8,no,low,medium,4.22,High
evening,urban,1,no,medium,low,3.15,High
morning,rural,7,yes,low,low,0.58,Medium
morning,rural,10,no,high,medium,4.67,High
evening,urban,3,yes,high,low,2.58,Low
morning,urban,5,no,high,medium,4.34,Medium
afternoon,rural,2,yes,medium,low,3.71,Medium
afternoon,isolated,7,no,medium,low,3.28,High
night,isolated,9,yes,medium,high,4.69,High
night,isolated,0,yes,low,high,1.31,Medium
evening,urban,2,no,low,medium,4.72,High
afternoon,urban,4,yes,high,low,2.33,Low
morning,rural,9,yes,low,high,3.88,Medium
morning,urban,7,no,low,high,3.76,High
morning,isolated,6,yes,medium,medium,4.44,Medium
morning,urban,0,no,medium,low,3.01,Medium
morning,isolated,6,yes,high,low,2.45,Medium
evening,isolated,10,yes,medium,high,1.58,Medium
evening,isolated,0,yes,high,low,0.81,Low
afternoon,isolated,1,no,high,low,0.43,Low
night,urban,10,yes,low,high,3.24,High
afternoon,urban,8,no,high,high,0.5,Low
afternoon,isolated,2,no,medium,low,3.15,Medium
morning,isolated,4,no,medium,medium,4.42,Medium
night,urban,9,no,high,medium,2.52,High
evening,urban,4,no,low,high,4.19,High
evening,urban,5,yes,low,medium,3.46,Medium
morning,rural,0,yes,medium,low,2.0,Low
morning,urban,0,yes,medium,high,0.77,Low
afternoon,isolated,3,no,low,medium,2.65,Medium
afternoon,isolated,4,no,high,low,2.81,Medium
morning,urban,8,no,medium,low,3.75,High
night,isolated,2,yes,low,high,1.32,Medium
evening,urban,8,no,medium,low,0.25,High
night,isolated,6,yes,medium,high,4.57,High
morning,urban,5,no,low,medium,3.22,High
afternoon,urban,1,no,high,low,2.71,Medium
afternoon,urban,10,no,low,high,3.58,High
morning,urban,4,no,low,medium,4.65,High
night,rural,4,no,medium,medium,2.65,High
afternoon,rural,10,yes,high,high,1.41,Low
night,isolated,3,yes,medium,high,2.28,Medium
morning,urban,2,no,low,high,0.61,Low
morning,isolated,6,yes,high,medium,4.98,Medium
evening,isolated,1,yes,medium,high,3.06,Low
evening,isolated,9,yes,low,medium,4.37,High
night,urban,1,no,high,high,2.66,Medium
night,urban,1,yes,low,low,4.63,High
night,urban,1,yes,low,low,3.09,High
afternoon,isolated,6,yes,medium,low,1.45,Medium
night,isolated,8,yes,high,high,1.32,Medium
morning,isolated,4,no,high,high,2.0,Low
evening,urban,7,no,high,medium,1.51,Medium
afternoon,urban,0,no,medium,high,4.18,Medium
evening,isolated,0,no,low,high,0.24,Medium
afternoon,rural,2,yes,medium,high,0.5,Low
morning,urban,3,yes,low,high,2.32,Low
morning,rural,0,yes,low,medium,2.4,Low
morning,isolated,0,yes,low,high,2.62,Low
afternoon,urban,9,yes,high,medium,4.82,Medium
morning,isolated,5,no,medium,medium,3.63,Medium
afternoon,rural,5,yes,medium,low,4.57,Medium
morning,rural,5,no,high,low,2.77,Medium
morning,urban,4,no,high,high,3.99,Medium
evening,isolated,6,yes,high,low,1.46,Medium
night,urban,8,yes,low,high,1.96,Medium
afternoon,isolated,1,no,low,medium,3.82,Medium
evening,urban,10,no,high,high,3.4,High
evening,isolated,8,no,medium,low,4.78,High
evening,rural,1,yes,low,medium,2.95,Medium
afternoon,isolated,3,yes,high,medium,3.21,Low
morning,rural,2,no,high,low,0.29,Low
evening,urban,0,yes,medium,medium,0.97,Low
afternoon,urban,5,no,low,medium,3.83,High
afternoon,urban,7,no,medium,high,1.49,Medium
afternoon,isolated,9,no,medium,medium,4.9,High
evening,urban,9,yes,medium,medium,4.05,High
morning,urban,1,no,high,low,1.1,Low
evening,urban,7,no,high,low,3.19,High
morning,rural,5,yes,medium,high,1.86,Low
evening,isolated,5,yes,medium,medium,0.43,Low
morning,isolated,9,yes,medium,medium,0.44,Medium
evening,isolated,7,no,medium,medium,4.38,High
night,isolated,4,yes,medium,medium,2.28,Medium
morning,urban,0,yes,medium,high,0.69,Low
afternoon,rural,7,no,high,medium,4.63,Medium
evening,isolated,0,yes,low,high,1.66,Low
evening,isolated,4,no,high,high,2.84,Medium
afternoon,isolated,8,yes,high,high,2.5,Low
night,urban,6,no,high,medium,2.19,High
night,rural,7,yes,high,high,2.03,Medium
afternoon,isolated,4,yes,medium,high,1.46,Low
evening,rural,10,no,medium,high,1.14,Medium
morning,urban,4,yes,medium,medium,2.84,Low
morning,rural,4,no,high,medium,1.56,Low
evening,urban,10,no,medium,high,3.5,High
evening,urban,7,yes,medium,high,1.52,Low
night,urban,1,no,high,low,0.48,Medium
afternoon,rural,10,yes,medium,medium,2.97,Medium
night,isolated,10,no,high,high,0.75,High
afternoon,urban,3,no,medium,medium,3.73,Medium
night,rural,1,no,high,low,2.52,High
afternoon,urban,0,yes,low,medium,2.12,Low
afternoon,urban,0,no,medium,medium,1.25,Low
evening,urban,5,no,medium,high,4.85,Medium
evening,rural,7,yes,low,low,2.0,Medium
night,urban,6,yes,medium,low,0.72,High
morning,isolated,7,yes,low,high,0.9,Low
morning,urban,6,yes,medium,low,4.97,Medium
morning,isolated,4,no,low,low,4.3,High
afternoon,urban,0,yes,medium,low,0.72,Low
morning,rural,4,yes,low,high,2.37,Low
evening,rural,4,no,low,high,3.37,High
afternoon,rural,8,no,medium,high,2.28,Medium
night,urban,3,yes,high,low,2.58,Medium
evening,rural,1,yes,high,low,0.77,Low
night,urban,4,yes,high,medium,1.62,Medium
evening,urban,5,yes,high,high,3.69,Low
afternoon,urban,9,yes,high,low,2.2,Medium
afternoon,rural,9,no,low,medium,3.0,High
afternoon,urban,4,yes,high,high,3.35,Low
night,rural,1,yes,high,low,2.51,Medium
morning,rural,3,no,low,low,2.98,Medium
afternoon,rural,1,no,low,low,0.45,Medium
night,urban,5,yes,low,medium,0.8,Medium
morning,urban,8,no,medium,low,1.49,Medium
morning,isolated,2,yes,low,medium,3.97,Medium
afternoon,rural,1,no,high,low,1.05,Low
morning,isolated,0,yes,low,high,1.0,Low
morning,urban,3,no,medium,low,4.81,Medium
morning,rural,3,no,high,low,2.43,Medium
night,urban,0,no,medium,medium,4.06,High
evening,urban,6,yes,high,medium,1.78,Low
afternoon,urban,4,no,low,high,1.39,Medium
night,rural,7,yes,medium,low,3.64,High
morning,rural,7,yes,high,medium,2.06,Low
afternoon,isolated,5,yes,high,low,1.5,Low
afternoon,urban,1,no,low,medium,3.81,Medium
night,isolated,6,no,low,high,4.56,High
afternoon,isolated,2,no,low,high,1.2,Low
morning,isolated,4,no,medium,medium,2.79,Medium
evening,isolated,9,no,high,medium,3.13,High
evening,rural,6,yes,medium,high,1.35,Low
night,isolated,1,yes,medium,low,4.28,High
morning,isolated,4,no,high,high,0.39,Low
night,urban,5,yes,medium,high,4.34,Medium
evening,rural,10,no,medium,low,2.78,High
afternoon,rural,5,no,medium,high,3.96,Medium
evening,rural,5,yes,medium,high,2.33,Low
night,isolated,5,yes,high,high,1.79,Low
evening,urban,7,yes,high,low,2.61,Medium
morning,isolated,0,no,high,medium,0.21,Low
morning,rural,2,yes,low,medium,2.82,Low
night,isolated,9,yes,high,medium,0.94,Medium
afternoon,isolated,9,no,medium,high,3.43,High
night,urban,7,no,high,high,3.9,High
evening,urban,3,no,high,medium,3.41,Medium
night,urban,0,yes,medium,medium,4.71,Medium
morning,rural,8,no,medium,medium,0.43,Medium
evening,rural,8,yes,low,medium,4.35,High
morning,urban,9,no,high,medium,1.21,Medium
afternoon,urban,5,yes,low,low,2.19,Medium
morning,rural,3,no,medium,high,0.42,Low
evening,isolated,2,yes,high,medium,4.1,Low
evening,urban,5,yes,low,high,3.06,Medium
afternoon,rural,0,no,medium,medium,4.23,Medium
night,rural,7,yes,low,high,2.17,High
evening,urban,10,no,medium,low,0.2,High
evening,isolated,7,no,low,low,1.27,High
afternoon,urban,5,no,low,medium,4.12,High
night,urban,6,no,low,medium,1.87,High
night,isolated,4,yes,low,low,3.04,High
evening,rural,1,no,high,low,4.07,Medium
evening,rural,8,yes,medium,high,2.61,Medium
morning,rural,10,no,medium,medium,4.15,High
night,isolated,0,yes,high,low,2.81,Medium
evening,urban,9,yes,medium,medium,3.42,High
morning,isolated,3,yes,high,low,1.55,Low
night,isolated,9,no,medium,high,2.7,High
night,urban,9,yes,high,medium,1.37,Medium
evening,isolated,9,no,high,medium,2.87,High
night,isolated,4,yes,medium,low,2.6,High
evening,urban,8,no,medium,medium,1.16,Medium
morning,rural,4,yes,low,medium,4.92,Medium
afternoon,isolated,2,yes,high,medium,1.93,Low
evening,rural,2,no,low,high,3.77,Medium
night,isolated,6,no,low,low,1.56,High
morning,urban,10,no,high,high,3.96,Medium
afternoon,urban,8,no,medium,medium,2.58,Medium
morning,rural,7,no,low,high,0.87,Medium
evening,urban,5,yes,low,medium,4.75,Medium
morning,isolated,4,no,high,low,2.77,Medium
night,urban,9,yes,low,high,1.96,High
evening,urban,3,yes,high,high,1.34,Low
morning,urban,9,no,low,high,0.43,Medium
night,urban,1,yes,low,low,2.72,High
afternoon,isolated,5,no,high,high,2.44,Low
morning,isolated,3,no,low,low,0.25,Medium
afternoon,urban,3,no,high,low,2.72,Medium
afternoon,urban,5,yes,low,low,3.19,Medium
morning,rural,7,yes,medium,high,2.08,Low
afternoon,urban,2,no,low,low,2.34,Medium
afternoon,rural,3,yes,low,low,2.65,Medium
morning,rural,0,yes,high,medium,0.54,Low
afternoon,rural,1,no,low,high,1.62,Low
night,isolated,10,yes,medium,medium,2.69,High
afternoon,rural,9,no,low,medium,2.61,High
morning,urban,0,yes,low,medium,1.71,Low
morning,urban,2,no,high,high,0.36,Low
afternoon,rural,9,yes,low,high,0.53,Medium
evening,urban,1,yes,low,low,2.9,Medium
night,isolated,8,no,low,low,0.9,High
afternoon,urban,4,yes,high,medium,3.45,Low
morning,rural,9,no,low,medium,3.24,High
morning,urban,10,yes,medium,medium,0.33,Medium
night,isolated,4,no,low,high,1.27,High
afternoon,isolated,0,yes,medium,high,1.35,Low
night,urban,0,yes,low,high,3.96,Medium
evening,rural,1,no,high,medium,0.44,Low
night,urban,8,no,low,high,4.49,High
evening,urban,1,no,high,high,3.71,Medium
evening,rural,1,no,high,medium,2.93,Medium
night,urban,7,no,high,low,3.24,High
night,isolated,6,yes,low,low,0.67,High
evening,isolated,3,yes,low,high,0.26,Low
morning,isolated,4,no,medium,medium,1.38,Medium
morning,rural,5,yes,high,medium,0.86,Low
afternoon,rural,0,no,low,high,2.36,Medium
evening,urban,1,yes,low,high,2.84,Low
evening,urban,5,yes,medium,low,2.83,Medium
night,urban,9,no,low,low,2.09,High
evening,urban,9,yes,low,medium,3.2,High
evening,rural,9,yes,low,medium,4.49,High
morning,rural,6,no,high,low,1.66,Medium
afternoon,rural,7,no,low,high,3.38,High
morning,rural,0,no,high,high,3.38,Low
evening,urban,8,yes,low,low,2.84,High
morning,rural,6,no,medium,medium,0.36,Medium
afternoon,rural,7,yes,high,medium,4.76,Medium
morning,rural,4,no,high,high,0.52,Low
afternoon,urban,0,no,low,medium,1.0,Medium
morning,rural,6,no,low,low,3.17,High
evening,rural,4,no,medium,high,0.35,Medium
night,urban,6,yes,high,low,3.42,High
afternoon,urban,4,yes,low,high,0.96,Low
afternoon,isolated,0,no,high,low,1.13,Low
night,isolated,1,yes,medium,high,1.69,Low
morning,urban,8,yes,medium,high,2.16,Low
afternoon,isolated,10,no,low,high,0.83,Medium
night,rural,7,yes,high,low,1.6,Medium
morning,rural,7,no,medium,high,0.4,Medium
night,isolated,7,no,medium,medium,4.23,High
afternoon,rural,3,no,low,medium,1.86,Medium
night,rural,2,yes,low,low,0.72,Medium
night,urban,4,yes,low,medium,1.77,Medium
afternoon,rural,7,yes,medium,medium,3.01,Medium
afternoon,urban,10,no,low,low,1.45,High
afternoon,rural,2,yes,low,high,2.49,Low
afternoon,urban,7,no,medium,low,1.21,Medium
morning,isolated,4,no,low,low,1.0,Medium
morning,rural,1,yes,high,low,3.85,Low
afternoon,isolated,9,yes,low,medium,0.35,Medium
evening,urban,4,no,high,low,2.74,Medium
night,rural,1,no,medium,high,2.98,Medium
afternoon,rural,7,yes,medium,medium,0.83,Low
evening,isolated,2,yes,high,medium,1.46,Low
night,rural,10,yes,high,low,1.6,High
afternoon,isolated,7,yes,high,low,4.29,Medium
night,rural,8,no,high,low,1.49,High
afternoon,urban,2,yes,high,medium,4.4,Low
afternoon,urban,8,yes,high,high,2.94,Low
evening,rural,1,yes,medium,high,3.89,Low
morning,urban,10,no,medium,medium,4.68,High
night,rural,0,no,medium,medium,4.15,High
night,urban,4,yes,low,medium,3.59,High
afternoon,rural,10,no,low,low,0.67,High
evening,isolated,1,no,medium,high,0.55,Low
afternoon,isolated,5,yes,medium,low,2.79,Medium
night,isolated,4,yes,low,low,0.49,High
afternoon,isolated,3,no,high,high,4.95,Low
afternoon,urban,10,no,low,high,1.11,Medium
night,isolated,6,no,high,medium,3.7,High
morning,rural,10,no,low,high,4.19,High
afternoon,urban,5,yes,high,medium,2.31,Low
morning,urban,7,yes,high,medium,2.15,Low
afternoon,isolated,0,no,high,high,1.92,Low
morning,rural,4,yes,low,high,1.81,Low
evening,isolated,5,yes,low,medium,2.11,Medium
morning,isolated,5,no,low,medium,2.11,Medium
morning,isolated,4,yes,medium,medium,1.3,Low
night,rural,4,no,medium,high,3.78,High
evening,rural,4,yes,high,medium,0.92,Low
night,rural,1,yes,low,low,3.87,High
morning,urban,7,no,high,low,3.25,High
morning,urban,0,no,high,medium,0.86,Low
afternoon,rural,8,no,low,high,2.9,Medium
night,rural,8,yes,low,medium,4.05,High
night,rural,2,no,medium,low,1.83,High
night,isolated,3,no,medium,high,4.22,High
afternoon,urban,5,no,low,medium,3.15,High
afternoon,isolated,7,yes,medium,high,2.18,Low
night,urban,8,no,low,low,4.09,High
morning,rural,9,no,low,high,3.12,High
evening,isolated,5,no,high,high,3.98,Medium
evening,urban,3,yes,low,high,2.44,Low
morning,isolated,2,no,high,medium,4.44,Medium
morning,rural,3,no,medium,high,0.39,Low
evening,urban,5,yes,high,high,2.56,Low
afternoon,urban,6,no,low,low,0.33,High
night,urban,1,no,high,high,3.01,Medium
morning,urban,1,no,low,high,2.07,Medium
evening,rural,7,yes,high,high,4.34,Medium
evening,rural,2,no,high,high,3.5,Medium
afternoon,urban,1,no,low,high,2.01,Medium
afternoon,isolated,10,yes,high,low,4.32,Medium
afternoon,urban,8,no,high,medium,0.47,Medium
afternoon,rural,8,no,medium,medium,0.28,Medium
night,urban,7,no,low,low,2.64,High
night,isolated,7,yes,low,medium,2.4,High
afternoon,rural,4,no,high,medium,4.46,Medium
morning,rural,3,yes,low,high,2.25,Low
morning,isolated,7,no,medium,high,2.31,Medium
night,urban,4,yes,low,low,0.69,High
night,urban,7,yes,medium,medium,4.67,High
morning,urban,1,yes,medium,medium,2.36,Low
evening,isolated,1,no,high,medium,2.49,Medium
evening,urban,3,yes,low,high,1.97,Low
afternoon,rural,1,no,low,high,4.23,Medium
morning,urban,7,no,low,low,3.26,High
evening,rural,4,yes,high,medium,3.49,Medium
night,urban,0,yes,medium,low,1.45,Medium
afternoon,isolated,8,yes,high,high,3.44,Low
morning,isolated,4,no,low,medium,2.58,Medium
evening,rural,6,yes,medium,medium,1.29,Medium
morning,isolated,4,no,medium,low,0.61,Medium
afternoon,urban,2,yes,medium,high,4.41,Low
afternoon,isolated,4,yes,medium,high,3.77,Low
afternoon,isolated,7,yes,low,medium,3.97,Medium
night,rural,0,no,medium,medium,2.8,High
morning,isolated,10,no,low,high,3.86,High
evening,rural,6,no,medium,low,0.87,High
morning,rural,7,no,high,high,4.95,Medium
evening,isolated,5,no,low,low,4.69,High
night,rural,5,yes,low,low,0.49,High
morning,isolated,7,yes,high,high,4.48,Low
afternoon,isolated,8,no,high,medium,2.18,Medium
afternoon,rural,5,yes,low,high,4.87,Medium
evening,urban,8,yes,medium,medium,4.21,Medium
evening,urban,3,no,low,low,0.91,Medium
afternoon,isolated,4,no,high,low,1.17,Medium
evening,isolated,4,yes,low,medium,2.5,Medium
night,isolated,9,no,medium,low,0.87,High
morning,urban,10,yes,low,low,3.56,High
morning,urban,2,yes,high,high,2.81,Low
evening,rural,3,no,low,high,2.29,Medium
afternoon,rural,1,yes,low,medium,4.65,Medium
afternoon,urban,7,yes,low,high,3.3,Medium
morning,isolated,4,no,high,medium,1.31,Low
afternoon,rural,6,no,low,medium,3.82,High
evening,isolated,1,no,low,medium,0.78,Medium
morning,rural,10,no,medium,low,4.52,High
afternoon,rural,9,yes,medium,low,3.52,High
afternoon,urban,9,no,high,medium,3.82,High
evening,isolated,5,no,high,low,2.58,Medium
night,isolated,7,yes,medium,medium,3.34,High
afternoon,isolated,0,yes,low,low,2.72,Medium
night,isolated,8,yes,high,medium,3.46,High
afternoon,urban,10,no,medium,high,4.83,High
evening,rural,2,no,medium,high,4.67,Medium
afternoon,isolated,3,no,medium,low,2.74,Medium
evening,isolated,10,yes,low,high,0.82,Medium
morning,urban,10,yes,medium,medium,4.12,Medium
morning,rural,6,no,high,medium,1.72,Medium
morning,rural,7,no,high,high,3.41,Medium
afternoon,rural,7,no,low,high,4.46,High
evening,isolated,7,no,high,medium,3.0,Medium
morning,rural,6,no,medium,high,1.52,Medium
afternoon,urban,3,yes,low,low,0.72,Low
evening,urban,8,no,high,low,2.19,High
morning,rural,9,no,low,high,0.82,Medium
morning,isolated,0,yes,high,medium,0.84,Low
night,urban,10,no,low,low,2.76,High
afternoon,isolated,10,no,high,medium,0.6,Medium
afternoon,rural,10,no,medium,medium,1.0,Medium
night,rural,4,no,high,low,2.7,High
morning,rural,8,yes,low,medium,0.57,Medium
afternoon,rural,7,yes,high,high,4.67,Low
morning,isolated,9,no,high,medium,4.05,High
morning,rural,3,no,low,medium,0.78,Medium
morning,urban,9,no,medium,medium,3.24,High
evening,rural,6,no,high,low,3.61,High
night,isolated,1,no,low,low,2.83,High
afternoon,urban,5,yes,low,high,0.54,Low
night,urban,2,yes,high,medium,1.38,Low
night,rural,9,yes,low,low,1.62,High
evening,isolated,0,no,low,low,3.61,High
night,rural,7,no,medium,low,2.55,High
evening,isolated,8,no,medium,medium,1.62,Medium
night,urban,7,no,medium,high,2.97,High
morning,isolated,3,no,medium,medium,3.12,Medium
afternoon,urban,4,no,medium,medium,2.8,Medium
afternoon,urban,1,yes,high,medium,4.04,Low
evening,rural,6,no,low,low,0.63,High
evening,urban,10,yes,high,low,1.98,Medium
evening,isolated,5,no,high,low,2.06,Medium
evening,isolated,6,no,medium,high,0.31,Medium
afternoon,isolated,5,no,high,high,4.04,Medium
night,isolated,5,no,medium,medium,0.23,High
morning,rural,9,yes,low,medium,2.91,Medium
morning,isolated,3,yes,high,medium,4.38,Low
afternoon,urban,7,no,low,high,1.52,Medium
evening,rural,1,yes,medium,medium,3.4,Medium
evening,isolated,1,no,low,medium,4.7,High
afternoon,isolated,4,yes,high,high,1.05,Low
morning,isolated,9,no,medium,medium,3.57,High
evening,isolated,2,no,high,low,1.59,Medium
afternoon,urban,8,yes,low,high,0.25,Low
night,isolated,10,yes,high,high,4.72,High
evening,rural,9,yes,high,high,0.5,Low
night,urban,6,yes,medium,high,2.92,Medium
night,rural,6,yes,low,low,4.55,High
morning,rural,5,no,high,high,4.03,Medium
night,rural,10,no,medium,high,1.55,High
afternoon,isolated,0,yes,high,medium,0.93,Low
night,rural,0,yes,high,high,3.8,Medium
afternoon,isolated,4,no,low,low,2.87,High
night,isolated,6,no,medium,high,2.31,High
afternoon,isolated,6,yes,low,high,4.71,Medium
evening,urban,3,no,medium,high,4.39,Medium
morning,isolated,7,no,low,low,3.72,High
evening,rural,9,no,high,medium,1.03,Medium
evening,isolated,6,no,medium,low,2.67,High
afternoon,isolated,9,no,low,low,3.99,High
afternoon,rural,0,no,low,medium,4.15,Medium
morning,isolated,8,yes,high,high,3.98,Low
afternoon,urban,8,no,medium,high,0.33,Medium
night,urban,6,no,high,low,3.81,High
morning,rural,1,no,medium,low,4.85,Medium
night,urban,1,no,high,low,1.8,Medium
afternoon,isolated,1,no,medium,low,1.05,Medium
afternoon,rural,9,yes,low,medium,2.82,Medium
night,isolated,4,yes,high,low,4.79,High
night,urban,2,yes,low,high,2.5,Medium
night,isolated,8,yes,medium,high,4.14,High
evening,isolated,4,yes,high,medium,3.09,Medium
afternoon,urban,5,yes,low,low,4.27,Medium
evening,urban,8,yes,medium,low,4.55,High
afternoon,urban,1,no,high,high,2.18,Low
night,urban,7,yes,medium,high,0.26,Medium
morning,rural,3,no,low,medium,0.38,Medium
morning,isolated,9,yes,medium,high,3.38,Medium
night,urban,6,no,medium,medium,2.83,High
afternoon,isolated,5,no,low,high,4.42,Medium
morning,isolated,8,no,medium,low,1.13,Medium
night,isolated,0,yes,high,high,1.61,Low
morning,isolated,1,yes,low,medium,2.92,Low
afternoon,isolated,9,no,high,low,1.53,Medium
night,isolated,3,no,medium,high,3.55,High
evening,urban,3,no,low,medium,4.59,High
afternoon,rural,5,no,low,high,3.98,Medium
afternoon,isolated,6,yes,low,low,1.26,Medium
evening,isolated,5,no,medium,high,3.34,Medium
morning,isolated,4,no,high,low,2.37,Medium
night,rural,2,yes,medium,medium,0.75,Medium
morning,urban,0,no,low,medium,4.52,Medium
night,rural,4,no,low,high,4.45,High
evening,rural,8,no,high,high,0.57,Medium
night,urban,5,no,high,medium,2.37,High
evening,rural,5,no,high,high,3.66,Medium
evening,rural,10,yes,high,medium,3.92,Medium
night,isolated,3,no,medium,medium,1.21,Medium
morning,rural,4,no,low,low,4.49,High
afternoon,isolated,5,yes,low,high,1.0,Low
afternoon,urban,8,no,medium,medium,4.0,High
afternoon,rural,10,yes,low,low,1.54,Medium
